Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
Login Page,3000,2591,2201,4514,5345,7937,59,10614,0.00%,4.6,10.6
Login POST,3000,6903,6474,9786,11268,14359,2862,18096,0.00%,4.6,213.1
Load random friend,3000,3567,3192,5915,7117,8912,9,10336,0.00%,4.6,8.2
TOTAL,9000,4354,3785,8147,9154,12362,9,18096,0.00%,13.7,231.7
1430516221636,66,Login Page,200,OK,Thread Group 1-1,text,true,2375,6,6,65
1430516221644,90,Login Page,200,OK,Thread Group 1-2,text,true,2375,8,8,89
1430516221659,138,Login Page,200,OK,Thread Group 1-3,text,true,2375,13,13,138
1430516221689,263,Login Page,200,OK,Thread Group 1-5,text,true,2375,22,22,262
1430516221673,285,Login Page,200,OK,Thread Group 1-4,text,true,2375,23,23,285
1430516221703,279,Login Page,200,OK,Thread Group 1-6,text,true,2375,24,24,279
1430516221734,276,Login Page,200,OK,Thread Group 1-8,text,true,2375,26,26,276
1430516221717,285,Login Page,200,OK,Thread Group 1-7,text,true,2375,26,26,285
1430516221750,413,Login Page,200,OK,Thread Group 1-9,text,true,2375,36,36,413
1430516221762,424,Login Page,200,OK,Thread Group 1-10,text,true,2375,38,38,424
1430516221791,404,Login Page,200,OK,Thread Group 1-12,text,true,2375,38,38,404
1430516221775,435,Login Page,200,OK,Thread Group 1-11,text,true,2375,39,39,434
1430516221806,550,Login Page,200,OK,Thread Group 1-13,text,true,2375,49,49,550
1430516221821,556,Login Page,200,OK,Thread Group 1-14,text,true,2375,50,50,556
1430516221837,562,Login Page,200,OK,Thread Group 1-15,text,true,2375,52,52,561
1430516221853,567,Login Page,200,OK,Thread Group 1-16,text,true,2375,53,53,566
1430516221889,540,Login Page,200,OK,Thread Group 1-18,text,true,2375,54,54,540
1430516221873,574,Login Page,200,OK,Thread Group 1-17,text,true,2375,55,55,574
1430516221905,552,Login Page,200,OK,Thread Group 1-19,text,true,2375,55,55,552
1430516221935,531,Login Page,200,OK,Thread Group 1-21,text,true,2375,56,56,531
1430516221951,532,Login Page,200,OK,Thread Group 1-22,text,true,2375,57,57,531
1430516221920,722,Login Page,200,OK,Thread Group 1-20,text,true,2375,67,67,722
1430516221981,663,Login Page,200,OK,Thread Group 1-24,text,true,2375,68,68,663
1430516221966,682,Login Page,200,OK,Thread Group 1-23,text,true,2375,68,68,681
1430516222010,802,Login Page,200,OK,Thread Group 1-26,text,true,2375,70,70,801
1430516221996,821,Login Page,200,OK,Thread Group 1-25,text,true,2375,70,70,821
1430516222026,807,Login Page,200,OK,Thread Group 1-27,text,true,2375,70,70,807
1430516222039,1211,Login Page,200,OK,Thread Group 1-28,text,true,2375,70,70,1211
1430516222055,1222,Login Page,200,OK,Thread Group 1-29,text,true,2375,70,70,1222
1430516222071,1254,Login Page,200,OK,Thread Group 1-30,text,true,2375,70,70,1254
1430516222099,1250,Login Page,200,OK,Thread Group 1-32,text,true,2375,70,70,1250
1430516222085,1267,Login Page,200,OK,Thread Group 1-31,text,true,2375,70,70,1266
1430516222115,1241,Login Page,200,OK,Thread Group 1-33,text,true,2375,70,70,1241
1430516222129,1239,Login Page,200,OK,Thread Group 1-34,text,true,2375,70,70,1239
1430516222145,1248,Login Page,200,OK,Thread Group 1-35,text,true,2375,70,70,1248
1430516222161,1242,Login Page,200,OK,Thread Group 1-36,text,true,2375,70,70,1242
1430516222192,1232,Login Page,200,OK,Thread Group 1-38,text,true,2375,70,70,1232
1430516222175,1390,Login Page,200,OK,Thread Group 1-37,text,true,2375,70,70,1390
1430516222209,1364,Login Page,200,OK,Thread Group 1-39,text,true,2375,70,70,1363
1430516222254,1332,Login Page,200,OK,Thread Group 1-42,text,true,2375,70,70,1332
1430516222240,1498,Login Page,200,OK,Thread Group 1-41,text,true,2375,70,70,1498
1430516222224,1538,Login Page,200,OK,Thread Group 1-40,text,true,2375,70,70,1538
1430516222270,1645,Login Page,200,OK,Thread Group 1-43,text,true,2375,70,70,1645
1430516222286,1799,Login Page,200,OK,Thread Group 1-44,text,true,2375,70,70,1799
1430516222302,1812,Login Page,200,OK,Thread Group 1-45,text,true,2375,70,70,1812
1430516222331,1814,Login Page,200,OK,Thread Group 1-47,text,true,2375,70,70,1814
1430516222314,1839,Login Page,200,OK,Thread Group 1-46,text,true,2375,70,70,1839
1430516222346,1839,Login Page,200,OK,Thread Group 1-48,text,true,2375,70,70,1839
1430516222363,1835,Login Page,200,OK,Thread Group 1-49,text,true,2375,70,70,1835
1430516222380,1835,Login Page,200,OK,Thread Group 1-50,text,true,2375,70,70,1835
1430516222395,1830,Login Page,200,OK,Thread Group 1-51,text,true,2375,70,70,1830
1430516222409,1967,Login Page,200,OK,Thread Group 1-52,text,true,2375,70,70,1967
1430516222423,1997,Login Page,200,OK,Thread Group 1-53,text,true,2375,70,70,1997
1430516222440,2004,Login Page,200,OK,Thread Group 1-54,text,true,2375,70,70,2004
1430516222454,2160,Login Page,200,OK,Thread Group 1-55,text,true,2375,70,70,2160
1430516222470,2306,Login Page,200,OK,Thread Group 1-56,text,true,2375,70,70,2306
1430516222487,2813,Login Page,200,OK,Thread Group 1-57,text,true,2375,70,70,2812
1430516222500,3241,Login Page,200,OK,Thread Group 1-58,text,true,2375,70,70,3241
1430516222515,3270,Login Page,200,OK,Thread Group 1-59,text,true,2375,70,70,3270
1430516222529,3283,Login Page,200,OK,Thread Group 1-60,text,true,2375,70,70,3283
1430516222547,3287,Login Page,200,OK,Thread Group 1-61,text,true,2375,70,70,3287
1430516222560,3294,Login Page,200,OK,Thread Group 1-62,text,true,2375,70,70,3294
1430516222575,3297,Login Page,200,OK,Thread Group 1-63,text,true,2375,70,70,3297
1430516222591,3304,Login Page,200,OK,Thread Group 1-64,text,true,2375,70,70,3304
1430516222608,3314,Login Page,200,OK,Thread Group 1-65,text,true,2375,70,70,3314
1430516222623,3308,Login Page,200,OK,Thread Group 1-66,text,true,2375,70,70,3308
1430516222638,3325,Login Page,200,OK,Thread Group 1-67,text,true,2375,70,70,3325
1430516222653,3327,Login Page,200,OK,Thread Group 1-68,text,true,2375,70,70,3327
1430516222669,3335,Login Page,200,OK,Thread Group 1-69,text,true,2375,70,70,3335
1430516222682,3484,Login Page,200,OK,Thread Group 1-70,text,true,2375,70,70,3483
1430516221712,4650,Login POST,200,OK,Thread Group 1-1,text,true,47846,70,70,465
1430516221756,5457,Login POST,200,OK,Thread Group 1-2,text,true,48053,70,70,618
1430516221807,5669,Login POST,200,OK,Thread Group 1-3,text,true,47955,70,70,615
1430516221973,5995,Login POST,200,OK,Thread Group 1-5,text,true,47927,70,70,865
1430516222038,6371,Login POST,200,OK,Thread Group 1-6,text,true,47727,70,70,1257
1430516222054,6525,Login POST,200,OK,Thread Group 1-7,text,true,47904,70,70,1249
1430516222022,6933,Login POST,200,OK,Thread Group 1-4,text,true,47948,70,70,1286
1430516222054,6907,Login POST,200,OK,Thread Group 1-8,text,true,47991,70,70,1252
1430516222222,10056,Login POST,200,OK,Thread Group 1-9,text,true,47927,70,70,1699
1430516222271,10167,Login POST,200,OK,Thread Group 1-11,text,true,47987,70,70,1829
1430516222271,10467,Login POST,200,OK,Thread Group 1-10,text,true,47995,70,70,1662
1430516222271,10765,Login POST,200,OK,Thread Group 1-12,text,true,47921,70,70,1878
1430516222421,11086,Login POST,200,OK,Thread Group 1-13,text,true,47966,70,70,2002
1430516222453,11304,Login POST,200,OK,Thread Group 1-14,text,true,47897,70,70,2166
1430516222486,11475,Login POST,200,OK,Thread Group 1-17,text,true,47785,70,70,2466
1430516222486,11542,Login POST,200,OK,Thread Group 1-18,text,true,47966,70,70,2622
1430516222486,11706,Login POST,200,OK,Thread Group 1-16,text,true,47866,70,70,2780
1430516222485,13422,Login POST,200,OK,Thread Group 1-15,text,true,47893,70,70,2814
1430516226372,10155,Load random friend,200,OK,Thread Group 1-1,text,true,1832,70,70,10154
1430516222491,14065,Login POST,200,OK,Thread Group 1-19,text,true,47852,70,70,3145
1430516222491,14183,Login POST,200,OK,Thread Group 1-21,text,true,47956,70,70,3119
1430516222505,14220,Login POST,200,OK,Thread Group 1-22,text,true,48055,70,70,3271
1430516222703,14788,Login POST,200,OK,Thread Group 1-20,text,true,48006,70,70,3985
1430516222703,14873,Login POST,200,OK,Thread Group 1-23,text,true,47806,70,70,3973
1430516227222,10361,Load random friend,200,OK,Thread Group 1-2,text,true,1832,70,70,10361
1430516222703,14902,Login POST,200,OK,Thread Group 1-24,text,true,47914,70,70,3814
1430516222837,14877,Login POST,200,OK,Thread Group 1-25,text,true,48020,70,70,4216
1430516227486,10231,Load random friend,200,OK,Thread Group 1-3,text,true,1841,70,70,10230
1430516222820,14966,Login POST,200,OK,Thread Group 1-26,text,true,47886,70,70,4041
1430516227978,9821,Load random friend,200,OK,Thread Group 1-5,text,true,1836,70,70,9820
1430516228419,9429,Load random friend,200,OK,Thread Group 1-6,text,true,1830,70,70,9429
1430516228589,9315,Load random friend,200,OK,Thread Group 1-7,text,true,1825,70,70,9315
1430516223257,15171,Login POST,200,OK,Thread Group 1-28,text,true,47844,70,70,4193
1430516222853,15683,Login POST,200,OK,Thread Group 1-27,text,true,47843,70,70,4373
1430516228965,9600,Load random friend,200,OK,Thread Group 1-4,text,true,1827,70,70,9600
1430516223286,15307,Login POST,200,OK,Thread Group 1-29,text,true,47903,70,70,4213
1430516228972,9631,Load random friend,200,OK,Thread Group 1-8,text,true,1837,70,70,9631
1430516223333,15382,Login POST,200,OK,Thread Group 1-30,text,true,48042,70,70,4865
1430516223357,15470,Login POST,200,OK,Thread Group 1-32,text,true,47895,70,70,5255
1430516223376,15996,Login POST,200,OK,Thread Group 1-34,text,true,48054,70,70,6026
1430516223368,16115,Login POST,200,OK,Thread Group 1-31,text,true,47907,70,70,5615
1430516223370,16194,Login POST,200,OK,Thread Group 1-33,text,true,47916,70,70,6014
1430516223418,16173,Login POST,200,OK,Thread Group 1-36,text,true,48016,70,70,6263
1430516223437,16304,Login POST,200,OK,Thread Group 1-38,text,true,47905,70,70,6238
1430516223402,16870,Login POST,200,OK,Thread Group 1-35,text,true,48002,70,70,6558
1430516223747,16652,Login POST,200,OK,Thread Group 1-41,text,true,47931,70,70,6515
1430516223586,16849,Login POST,200,OK,Thread Group 1-39,text,true,47892,70,70,6538
1430516223573,16932,Login POST,200,OK,Thread Group 1-37,text,true,47948,70,70,6396
1430516223594,17052,Login POST,200,OK,Thread Group 1-42,text,true,48026,70,70,6689
1430516223924,17322,Login POST,200,OK,Thread Group 1-43,text,true,48064,70,70,6528
1430516223771,17572,Login POST,200,OK,Thread Group 1-40,text,true,47855,70,70,6530
1430516224093,17282,Login POST,200,OK,Thread Group 1-44,text,true,47949,70,70,6526
1430516224123,17365,Login POST,200,OK,Thread Group 1-45,text,true,47993,70,70,6521
1430516224154,17536,Login POST,200,OK,Thread Group 1-47,text,true,47819,70,70,6680
1430516224166,18125,Login POST,200,OK,Thread Group 1-46,text,true,47949,70,70,6848
1430516224217,18135,Login POST,200,OK,Thread Group 1-49,text,true,47886,70,70,7157
1430516224200,18181,Login POST,200,OK,Thread Group 1-48,text,true,47892,70,70,6987
1430516232288,10175,Load random friend,200,OK,Thread Group 1-9,text,true,1832,70,70,10175
1430516232450,10025,Load random friend,200,OK,Thread Group 1-11,text,true,1830,70,70,10024
1430516224235,18267,Login POST,200,OK,Thread Group 1-50,text,true,47918,70,70,7321
1430516232748,9792,Load random friend,200,OK,Thread Group 1-10,text,true,1835,70,70,9791
1430516233046,9559,Load random friend,200,OK,Thread Group 1-12,text,true,1815,70,70,9559
1430516224251,18466,Login POST,200,OK,Thread Group 1-51,text,true,47870,70,70,7508
1430516224384,18822,Login POST,200,OK,Thread Group 1-52,text,true,47978,70,70,7568
1430516233517,9788,Load random friend,200,OK,Thread Group 1-13,text,true,1834,70,70,9787
1430516233767,9641,Load random friend,200,OK,Thread Group 1-14,text,true,1835,70,70,9640
1430516224429,19016,Login POST,200,OK,Thread Group 1-53,text,true,47928,70,70,8270
1430516233972,9580,Load random friend,200,OK,Thread Group 1-17,text,true,1833,70,70,9580
1430516224452,19116,Login POST,200,OK,Thread Group 1-54,text,true,47863,70,70,8305
1430516234038,9539,Load random friend,200,OK,Thread Group 1-18,text,true,1834,70,70,9538
1430516234202,9453,Load random friend,200,OK,Thread Group 1-16,text,true,1830,70,70,9453
1430516224622,19280,Login POST,200,OK,Thread Group 1-55,text,true,47819,70,70,8452
1430516224785,19152,Login POST,200,OK,Thread Group 1-56,text,true,47884,70,70,8310
1430516225308,19233,Login POST,200,OK,Thread Group 1-57,text,true,47874,70,70,8738
1430516225750,18836,Login POST,200,OK,Thread Group 1-58,text,true,47891,70,70,8483
1430516225820,18917,Login POST,200,OK,Thread Group 1-60,text,true,47890,70,70,8789
1430516225794,18958,Login POST,200,OK,Thread Group 1-59,text,true,47858,70,70,8634
1430516225842,18977,Login POST,200,OK,Thread Group 1-61,text,true,47885,70,70,8952
1430516237857,7448,Login Page,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-6,text,false,2441,70,70,0
1430516225931,19375,Login POST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-65,text,false,3964,70,70,9606
1430516236568,8739,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-19,text,false,2441,70,70,0
1430516237819,7490,Login Page,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-5,text,false,2441,70,70,0
1430516225972,19340,Login POST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-67,text,false,3964,70,70,10101
1430516241258,4055,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-43,text,false,2441,70,70,0
1430516236736,8578,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-22,text,false,2441,70,70,0
1430516243953,1362,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-56,text,false,2441,70,70,0
1430516237621,7695,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-24,text,false,2441,70,70,0
1430516239575,5742,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-33,text,false,2441,70,70,0
1430516241386,3942,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-44,text,false,2441,70,70,0
1430516242392,2926,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-48,text,false,2441,70,70,0
1430516237603,7730,Login Page,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-2,text,false,2441,70,70,0
1430516225988,19343,Login POST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-68,text,false,3964,70,70,10242
1430516240516,4820,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-37,text,false,2441,70,70,0
1430516225945,19393,Login POST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-66,text,false,3964,70,70,9809
1430516242550,2791,Login Page,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-10,text,false,2441,70,70,0
1430516243456,1903,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-53,text,false,2441,70,70,0
1430516242515,2837,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-50,text,false,2441,70,70,0
1430516242301,3058,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-46,text,false,2441,70,70,0
1430516226012,19348,Login POST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-69,text,false,3964,70,70,10378
1430516225903,19461,Login POST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-64,text,false,3964,70,70,9449
1430516237914,7453,Login Page,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-7,text,false,2441,70,70,0
1430516242363,3010,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-49,text,false,2441,70,70,0
1430516243219,2154,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-52,text,false,2441,70,70,0
1430516244552,821,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-57,text,false,2441,70,70,0
1430516238838,6552,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-32,text,false,2441,70,70,0
1430516239602,5788,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-36,text,false,2441,70,70,0
1430516237735,7654,Login Page,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-3,text,false,2441,70,70,0
1430516239751,5637,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-38,text,false,2441,70,70,0
1430516242473,2915,Login Page,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-9,text,false,2441,70,70,0
1430516238441,6945,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-28,text,false,2441,70,70,0
1430516243417,1969,Login Page,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-14,text,false,2441,70,70,0
1430516239494,5898,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-31,text,false,2441,70,70,0
1430516237726,7651,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-25,text,false,2441,70,70,0
1430516244596,780,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-58,text,false,2441,70,70,0
1430516244747,629,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-60,text,false,2441,70,70,0
1430516242728,2665,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-51,text,false,2441,70,70,0
1430516226174,19202,Login POST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-70,text,false,3964,70,70,10289
1430516237587,7787,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-23,text,false,2441,70,70,0
1430516240282,5091,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-35,text,false,2441,70,70,0
1430516242092,3299,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-47,text,false,2441,70,70,0
1430516243610,1783,Login Page,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-18,text,false,2441,70,70,0
1430516238618,6776,Login Page,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-8,text,false,2441,70,70,0
1430516237503,7892,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-20,text,false,2441,70,70,0
1430516225881,19515,Login POST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-63,text,false,3964,70,70,9279
1430516238604,6793,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-29,text,false,2441,70,70,0
1430516241499,3899,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-45,text,false,2441,70,70,0
1430516238726,6672,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-30,text,false,2441,70,70,0
1430516241355,4044,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-40,text,false,2441,70,70,0
1430516225863,19536,Login POST,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-62,text,false,3964,70,70,9121
1430516238548,6852,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-27,text,false,2441,70,70,0
1430516238575,6826,Login Page,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-4,text,false,2441,70,70,0
1430516237796,7607,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-26,text,false,2441,70,70,0
1430516235920,9484,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-15,text,false,2441,70,70,0
1430516242491,2914,Login Page,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-11,text,false,2441,70,70,0
1430516240657,4750,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-42,text,false,2441,70,70,0
1430516242614,2795,Login Page,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-12,text,false,2441,70,70,0
1430516243314,2098,Login Page,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-13,text,false,2441,70,70,0
1430516244770,643,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-59,text,false,2441,70,70,0
1430516239383,6027,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-34,text,false,2441,70,70,0
1430516236537,8884,Login Page,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-1,text,false,2441,70,70,0
1430516240411,5011,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-41,text,false,2441,70,70,0
1430516243673,1751,Login Page,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-16,text,false,2441,70,70,0
1430516243588,1837,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-54,text,false,2441,70,70,0
1430516243564,1861,Login Page,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-17,text,false,2441,70,70,0
1430516240446,4980,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-39,text,false,2441,70,70,0
1430516236685,8742,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-21,text,false,2441,70,70,0
1430516243921,1507,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-55,text,false,2441,70,70,0
1430516244830,598,Load random friend,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-61,text,false,2441,70,70,0
1430516349638,21,Login Page,200,OK,Thread Group 1-1,text,true,2375,3,3,21
1430516349652,34,Login Page,200,OK,Thread Group 1-2,text,true,2375,5,5,33
1430516349666,29,Login Page,200,OK,Thread Group 1-3,text,true,2375,5,5,29
1430516349680,44,Login Page,200,OK,Thread Group 1-4,text,true,2375,7,7,44
1430516349695,37,Login Page,200,OK,Thread Group 1-5,text,true,2375,8,8,37
1430516349709,28,Login Page,200,OK,Thread Group 1-6,text,true,2375,8,8,28
1430516349724,14,Login Page,200,OK,Thread Group 1-7,text,true,2375,8,8,14
1430516349741,9,Login Page,200,OK,Thread Group 1-8,text,true,2375,9,9,9
1430516349753,11,Login Page,200,OK,Thread Group 1-9,text,true,2375,10,10,10
1430516349768,9,Login Page,200,OK,Thread Group 1-10,text,true,2375,11,11,9
1430516349782,9,Login Page,200,OK,Thread Group 1-11,text,true,2375,12,12,9
1430516349798,9,Login Page,200,OK,Thread Group 1-12,text,true,2375,13,13,9
1430516349814,276,Login Page,200,OK,Thread Group 1-13,text,true,2375,31,31,276
1430516349828,504,Login Page,200,OK,Thread Group 1-14,text,true,2375,47,47,504
1430516349874,1254,Login Page,200,OK,Thread Group 1-17,text,true,2375,70,70,1254
1430516349858,1428,Login Page,200,OK,Thread Group 1-16,text,true,2375,70,70,1428
1430516349843,1446,Login Page,200,OK,Thread Group 1-15,text,true,2375,70,70,1446
1430516349904,1421,Login Page,200,OK,Thread Group 1-19,text,true,2375,70,70,1420
1430516349890,1441,Login Page,200,OK,Thread Group 1-18,text,true,2375,70,70,1440
1430516349921,1413,Login Page,200,OK,Thread Group 1-20,text,true,2375,70,70,1413
1430516349932,1423,Login Page,200,OK,Thread Group 1-21,text,true,2375,70,70,1423
1430516349949,1413,Login Page,200,OK,Thread Group 1-22,text,true,2375,70,70,1413
1430516349963,1417,Login Page,200,OK,Thread Group 1-23,text,true,2375,70,70,1417
1430516349977,1413,Login Page,200,OK,Thread Group 1-24,text,true,2375,70,70,1413
1430516349991,1407,Login Page,200,OK,Thread Group 1-25,text,true,2375,70,70,1407
1430516350008,1395,Login Page,200,OK,Thread Group 1-26,text,true,2375,70,70,1395
1430516350023,1393,Login Page,200,OK,Thread Group 1-27,text,true,2375,70,70,1392
1430516350038,1385,Login Page,200,OK,Thread Group 1-28,text,true,2375,70,70,1384
1430516350071,1467,Login Page,200,OK,Thread Group 1-30,text,true,2375,70,70,1467
1430516350054,1490,Login Page,200,OK,Thread Group 1-29,text,true,2375,70,70,1490
1430516350085,1463,Login Page,200,OK,Thread Group 1-31,text,true,2375,70,70,1463
1430516350106,1458,Login Page,200,OK,Thread Group 1-32,text,true,2375,70,70,1458
1430516350150,1433,Login Page,200,OK,Thread Group 1-35,text,true,2375,70,70,1433
1430516350135,1453,Login Page,200,OK,Thread Group 1-34,text,true,2375,70,70,1453
1430516350122,1453,Login Page,200,OK,Thread Group 1-33,text,true,2375,70,70,1453
1430516350166,1446,Login Page,200,OK,Thread Group 1-36,text,true,2375,70,70,1445
1430516350180,1436,Login Page,200,OK,Thread Group 1-37,text,true,2375,70,70,1436
1430516350211,1420,Login Page,200,OK,Thread Group 1-39,text,true,2375,70,70,1420
1430516350195,1449,Login Page,200,OK,Thread Group 1-38,text,true,2375,70,70,1449
1430516350256,1392,Login Page,200,OK,Thread Group 1-42,text,true,2375,70,70,1391
1430516350226,1435,Login Page,200,OK,Thread Group 1-40,text,true,2375,70,70,1435
1430516350241,1424,Login Page,200,OK,Thread Group 1-41,text,true,2375,70,70,1424
1430516350291,1389,Login Page,200,OK,Thread Group 1-44,text,true,2375,70,70,1389
1430516350274,1404,Login Page,200,OK,Thread Group 1-43,text,true,2375,70,70,1404
1430516350306,1391,Login Page,200,OK,Thread Group 1-45,text,true,2375,70,70,1391
1430516350320,1381,Login Page,200,OK,Thread Group 1-46,text,true,2375,70,70,1380
1430516350336,1378,Login Page,200,OK,Thread Group 1-47,text,true,2375,70,70,1377
1430516350365,1359,Login Page,200,OK,Thread Group 1-49,text,true,2375,70,70,1359
1430516350351,1375,Login Page,200,OK,Thread Group 1-48,text,true,2375,70,70,1374
1430516350382,1456,Login Page,200,OK,Thread Group 1-50,text,true,2375,70,70,1456
1430516350396,1448,Login Page,200,OK,Thread Group 1-51,text,true,2375,70,70,1448
1430516350411,1437,Login Page,200,OK,Thread Group 1-52,text,true,2375,70,70,1436
1430516350428,1421,Login Page,200,OK,Thread Group 1-53,text,true,2375,70,70,1421
1430516350445,1434,Login Page,200,OK,Thread Group 1-54,text,true,2375,70,70,1434
1430516350461,1430,Login Page,200,OK,Thread Group 1-55,text,true,2375,70,70,1430
1430516350476,1438,Login Page,200,OK,Thread Group 1-56,text,true,2375,70,70,1438
1430516350492,1438,Login Page,200,OK,Thread Group 1-57,text,true,2375,70,70,1438
1430516350508,1439,Login Page,200,OK,Thread Group 1-58,text,true,2375,70,70,1439
1430516350522,1447,Login Page,200,OK,Thread Group 1-59,text,true,2375,70,70,1446
