Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
1430516631262,3704,Login POST,200,OK,Thread Group 1-31,text,true,47819,70,70,1539
1430516632961,2072,Login Page,200,OK,Thread Group 1-14,text,true,2375,70,70,2071
1430516631277,3778,Login POST,200,OK,Thread Group 1-26,text,true,47943,70,70,1545
1430516632984,2090,Login Page,200,OK,Thread Group 1-20,text,true,2375,70,70,2089
1430516631355,4049,Login POST,200,OK,Thread Group 1-43,text,true,47874,70,70,1526
1430516631525,3900,Login POST,200,OK,Thread Group 1-33,text,true,47855,70,70,1422
1430516633087,2366,Login Page,200,OK,Thread Group 1-17,text,true,2375,70,70,2366
1430516631495,4128,Login POST,200,OK,Thread Group 1-37,text,true,47876,70,70,1452
1430516631840,3877,Login POST,200,OK,Thread Group 1-36,text,true,47959,70,70,1176
1430516633162,2565,Load random friend,200,OK,Thread Group 1-21,text,true,1829,70,70,2565
1430516631812,3934,Login POST,200,OK,Thread Group 1-39,text,true,47849,70,70,1180
1430516633193,2596,Load random friend,200,OK,Thread Group 1-15,text,true,1834,70,70,2595
1430516631944,4170,Login POST,200,OK,Thread Group 1-41,text,true,47978,70,70,1155
1430516631895,4240,Login POST,200,OK,Thread Group 1-35,text,true,47848,70,70,1132
1430516632018,4317,Login POST,200,OK,Thread Group 1-45,text,true,47742,70,70,1162
1430516632075,4319,Login POST,200,OK,Thread Group 1-42,text,true,47891,70,70,1125
1430516632058,4354,Login POST,200,OK,Thread Group 1-38,text,true,47936,70,70,1146
1430516633258,3159,Login Page,200,OK,Thread Group 1-19,text,true,2375,70,70,3158
1430516633284,3160,Load random friend,200,OK,Thread Group 1-22,text,true,1837,70,70,3159
1430516632108,4701,Login POST,200,OK,Thread Group 1-40,text,true,47999,70,70,1148
1430516632092,4740,Login POST,200,OK,Thread Group 1-44,text,true,48020,70,70,1159
1430516632142,4873,Login POST,200,OK,Thread Group 1-46,text,true,47863,70,70,1141
1430516632142,4968,Login POST,200,OK,Thread Group 1-49,text,true,47906,70,70,1150
1430516632191,4937,Login POST,200,OK,Thread Group 1-53,text,true,47862,70,70,1106
1430516633382,3767,Login Page,200,OK,Thread Group 1-16,text,true,2375,70,70,3767
1430516632258,5256,Login POST,200,OK,Thread Group 1-47,text,true,48020,70,70,1086
1430516632224,5307,Login POST,200,OK,Thread Group 1-51,text,true,47970,70,70,1098
1430516632275,5420,Login POST,200,OK,Thread Group 1-48,text,true,47905,70,70,1106
1430516633484,4236,Load random friend,200,OK,Thread Group 1-25,text,true,1816,70,70,4236
1430516632309,5495,Login POST,200,OK,Thread Group 1-52,text,true,47904,70,70,1142
1430516632292,5530,Login POST,200,OK,Thread Group 1-58,text,true,47843,70,70,1108
1430516632325,5809,Login POST,200,OK,Thread Group 1-50,text,true,47883,70,70,1141
1430516632375,5845,Login POST,200,OK,Thread Group 1-55,text,true,47870,70,70,1093
1430516632375,6071,Login POST,200,OK,Thread Group 1-60,text,true,47938,70,70,1119
1430516632375,6101,Login POST,200,OK,Thread Group 1-54,text,true,47933,70,70,1123
1430516632423,6115,Login POST,200,OK,Thread Group 1-62,text,true,47961,70,70,1091
1430516633580,5004,Login Page,200,OK,Thread Group 1-18,text,true,2375,70,70,5003
1430516632390,6473,Login POST,200,OK,Thread Group 1-61,text,true,47930,70,70,1130
1430516632390,6571,Login POST,200,OK,Thread Group 1-57,text,true,47880,70,70,1134
1430516632458,6644,Login POST,200,OK,Thread Group 1-65,text,true,47911,70,70,1091
1430516634024,5147,Load random friend,200,OK,Thread Group 1-23,text,true,1833,70,70,5147
1430516632558,6658,Login POST,200,OK,Thread Group 1-59,text,true,47772,70,70,1038
1430516632505,6738,Login POST,200,OK,Thread Group 1-56,text,true,47813,70,70,1059
1430516634052,5210,Load random friend,200,OK,Thread Group 1-32,text,true,1818,70,70,5210
1430516632563,6936,Login POST,200,OK,Thread Group 1-64,text,true,47822,70,70,1041
1430516634317,5226,Load random friend,200,OK,Thread Group 1-30,text,true,1831,70,70,5226
1430516634337,5241,Load random friend,200,OK,Thread Group 1-24,text,true,1836,70,70,5241
1430516632596,7054,Login POST,200,OK,Thread Group 1-69,text,true,47829,70,70,1043
1430516634353,5323,Load random friend,200,OK,Thread Group 1-34,text,true,1845,70,70,5323
1430516634722,4997,Load random friend,200,OK,Thread Group 1-27,text,true,1833,70,70,4997
1430516632702,7138,Login POST,200,OK,Thread Group 1-68,text,true,47993,70,70,1373
1430516632618,7250,Login POST,200,OK,Thread Group 1-63,text,true,47885,70,70,1416
1430516634749,5194,Load random friend,200,OK,Thread Group 1-28,text,true,1825,70,70,5194
1430516632724,7234,Login POST,200,OK,Thread Group 1-70,text,true,47970,70,70,1359
1430516634953,5030,Load random friend,200,OK,Thread Group 1-29,text,true,1829,70,70,5030
1430516634976,5045,Load random friend,200,OK,Thread Group 1-31,text,true,1825,70,70,5045
1430516635066,4990,Load random friend,200,OK,Thread Group 1-26,text,true,1830,70,70,4990
1430516635414,4690,Load random friend,200,OK,Thread Group 1-43,text,true,1825,70,70,4690
1430516635451,4695,Load random friend,200,OK,Thread Group 1-33,text,true,1830,70,70,4695
1430516635633,4562,Load random friend,200,OK,Thread Group 1-37,text,true,1831,70,70,4562
1430516635727,4503,Load random friend,200,OK,Thread Group 1-36,text,true,1841,70,70,4503
1430516632757,7596,Login POST,200,OK,Thread Group 1-67,text,true,47897,70,70,1586
1430516635750,4640,Login Page,200,OK,Thread Group 1-21,text,true,2375,70,70,4640
1430516635766,4683,Load random friend,200,OK,Thread Group 1-39,text,true,1819,70,70,4682
1430516635799,4707,Login Page,200,OK,Thread Group 1-15,text,true,2375,70,70,4707
1430516636123,4526,Load random friend,200,OK,Thread Group 1-41,text,true,1823,70,70,4526
1430516632874,7796,Login POST,200,OK,Thread Group 1-1,text,true,47897,70,70,1867
1430516636145,4565,Load random friend,200,OK,Thread Group 1-35,text,true,1837,70,70,4565
1430516636345,4415,Load random friend,200,OK,Thread Group 1-45,text,true,1825,70,70,4415
1430516636415,4404,Load random friend,200,OK,Thread Group 1-42,text,true,1824,70,70,4404
1430516632928,7906,Login POST,200,OK,Thread Group 1-4,text,true,47925,70,70,1829
1430516632851,8006,Login POST,200,OK,Thread Group 1-7,text,true,47899,70,70,1896
1430516636432,4437,Load random friend,200,OK,Thread Group 1-38,text,true,1826,70,70,4437
1430516636464,4410,Login Page,200,OK,Thread Group 1-22,text,true,2375,70,70,4410
1430516636819,4077,Load random friend,200,OK,Thread Group 1-40,text,true,1827,70,70,4077
1430516636843,4082,Load random friend,200,OK,Thread Group 1-44,text,true,1833,70,70,4081
1430516637119,3826,Load random friend,200,OK,Thread Group 1-49,text,true,1827,70,70,3826
1430516637025,3923,Load random friend,200,OK,Thread Group 1-46,text,true,1827,70,70,3923
1430516637137,3861,Load random friend,200,OK,Thread Group 1-53,text,true,1830,70,70,3861
1430516633175,8016,Login POST,200,OK,Thread Group 1-5,text,true,47876,70,70,2565
1430516637524,3707,Load random friend,200,OK,Thread Group 1-47,text,true,1819,70,70,3706
1430516637546,3703,Load random friend,200,OK,Thread Group 1-51,text,true,1836,70,70,3703
1430516637730,3549,Login Page,200,OK,Thread Group 1-25,text,true,2375,70,70,3548
1430516637705,3611,Load random friend,200,OK,Thread Group 1-48,text,true,1830,70,70,3611
1430516637814,3533,Load random friend,200,OK,Thread Group 1-52,text,true,1836,70,70,3533
1430516637832,3542,Load random friend,200,OK,Thread Group 1-58,text,true,1834,70,70,3541
1430516638144,3268,Load random friend,200,OK,Thread Group 1-50,text,true,1839,70,70,3268
1430516633316,8251,Login POST,200,OK,Thread Group 1-3,text,true,47894,70,70,3512
1430516633339,8252,Login POST,200,OK,Thread Group 1-66,text,true,47770,70,70,3514
1430516638230,3389,Load random friend,200,OK,Thread Group 1-55,text,true,1819,70,70,3389
1430516638456,3201,Load random friend,200,OK,Thread Group 1-60,text,true,1821,70,70,3201
1430516638486,3192,Load random friend,200,OK,Thread Group 1-54,text,true,1831,70,70,3192
1430516633405,8282,Login POST,200,OK,Thread Group 1-6,text,true,47936,70,70,3756
1430516638548,3197,Load random friend,200,OK,Thread Group 1-62,text,true,1829,70,70,3197
1430516633451,8310,Login POST,200,OK,Thread Group 1-9,text,true,47815,70,70,3718
1430516638890,2893,Load random friend,200,OK,Thread Group 1-61,text,true,1830,70,70,2893
1430516638972,2828,Load random friend,200,OK,Thread Group 1-57,text,true,1834,70,70,2828
1430516639111,2712,Load random friend,200,OK,Thread Group 1-65,text,true,1825,70,70,2711
1430516639180,2670,Login Page,200,OK,Thread Group 1-23,text,true,2375,70,70,2670
1430516639227,2645,Load random friend,200,OK,Thread Group 1-59,text,true,1835,70,70,2645
1430516639253,2659,Load random friend,200,OK,Thread Group 1-56,text,true,1829,70,70,2659
1430516639277,2648,Login Page,200,OK,Thread Group 1-32,text,true,2375,70,70,2648
1430516639510,2460,Load random friend,200,OK,Thread Group 1-64,text,true,1833,70,70,2460
1430516633518,8640,Login POST,200,OK,Thread Group 1-8,text,true,47805,70,70,4628
1430516639553,2632,Login Page,200,OK,Thread Group 1-30,text,true,2375,70,70,2632
1430516639588,2622,Login Page,200,OK,Thread Group 1-24,text,true,2375,70,70,2621
1430516639660,2592,Load random friend,200,OK,Thread Group 1-69,text,true,1838,70,70,2592
1430516633560,8775,Login POST,200,OK,Thread Group 1-12,text,true,47937,70,70,4958
1430516639685,2709,Login Page,200,OK,Thread Group 1-34,text,true,2375,70,70,2708
1430516633626,8811,Login POST,200,OK,Thread Group 1-13,text,true,47945,70,70,5366
1430516639729,2719,Login Page,200,OK,Thread Group 1-27,text,true,2375,70,70,2719
1430516639890,2589,Load random friend,200,OK,Thread Group 1-63,text,true,1828,70,70,2589
1430516639852,2638,Load random friend,200,OK,Thread Group 1-68,text,true,1826,70,70,2637
1430516633606,8887,Login POST,200,OK,Thread Group 1-11,text,true,47979,70,70,5384
1430516639953,2562,Login Page,200,OK,Thread Group 1-28,text,true,2375,70,70,2562
1430516639993,2539,Login Page,200,OK,Thread Group 1-29,text,true,2375,70,70,2539
1430516640031,2507,Login Page,200,OK,Thread Group 1-31,text,true,2375,70,70,2507
1430516639974,2572,Load random friend,200,OK,Thread Group 1-70,text,true,1826,70,70,2572
1430516640067,2506,Login Page,200,OK,Thread Group 1-26,text,true,2375,70,70,2505
1430516640114,2486,Login Page,200,OK,Thread Group 1-43,text,true,2375,70,70,2486
1430516640156,2473,Login Page,200,OK,Thread Group 1-33,text,true,2375,70,70,2473
1430516634104,8604,Login POST,200,OK,Thread Group 1-2,text,true,47811,70,70,5419
1430516640205,2520,Login Page,200,OK,Thread Group 1-37,text,true,2375,70,70,2520
1430516640239,2503,Login Page,200,OK,Thread Group 1-36,text,true,2375,70,70,2503
1430516640362,2412,Load random friend,200,OK,Thread Group 1-67,text,true,1825,70,70,2412
1430516640460,2352,Login Page,200,OK,Thread Group 1-39,text,true,2375,70,70,2352
1430516640661,2192,Login Page,200,OK,Thread Group 1-41,text,true,2375,70,70,2191
1430516640682,2191,Load random friend,200,OK,Thread Group 1-1,text,true,1830,70,70,2191
1430516640721,2176,Login Page,200,OK,Thread Group 1-35,text,true,2375,70,70,2176
1430516640770,2152,Login Page,200,OK,Thread Group 1-45,text,true,2375,70,70,2152
1430516640829,2120,Login Page,200,OK,Thread Group 1-42,text,true,2375,70,70,2120
1430516634385,8685,Login POST,200,OK,Thread Group 1-10,text,true,47800,70,70,5299
1430516640855,2246,Load random friend,200,OK,Thread Group 1-4,text,true,1830,70,70,2246
1430516640884,2240,Load random friend,200,OK,Thread Group 1-7,text,true,1833,70,70,2240
1430516640889,2270,Login Page,200,OK,Thread Group 1-38,text,true,2375,70,70,2270
1430516640907,2348,Login Page,200,OK,Thread Group 1-40,text,true,2375,70,70,2348
1430516635083,8181,Login POST,200,OK,Thread Group 1-20,text,true,47815,70,70,5000
1430516635042,8237,Login POST,200,OK,Thread Group 1-14,text,true,47934,70,70,4990
1430516640935,2361,Login Page,200,OK,Thread Group 1-44,text,true,2375,70,70,2361
1430516640956,2347,Login Page,200,OK,Thread Group 1-49,text,true,2375,70,70,2346
1430516640972,2401,Login Page,200,OK,Thread Group 1-46,text,true,2375,70,70,2401
1430516641013,2373,Login Page,200,OK,Thread Group 1-53,text,true,2375,70,70,2372
1430516641240,2165,Login Page,200,OK,Thread Group 1-47,text,true,2375,70,70,2165
1430516635469,7951,Login POST,200,OK,Thread Group 1-17,text,true,47896,70,70,4692
1430516641201,2235,Load random friend,200,OK,Thread Group 1-5,text,true,1827,70,70,2235
1430516641259,2185,Login Page,200,OK,Thread Group 1-51,text,true,2375,70,70,2185
1430516641326,2141,Login Page,200,OK,Thread Group 1-48,text,true,2375,70,70,2141
1430516641384,2098,Login Page,200,OK,Thread Group 1-58,text,true,2375,70,70,2098
1430516641357,2137,Login Page,200,OK,Thread Group 1-52,text,true,2375,70,70,2137
1430516641422,2082,Login Page,200,OK,Thread Group 1-50,text,true,2375,70,70,2082
1430516641628,1900,Login Page,200,OK,Thread Group 1-55,text,true,2375,70,70,1900
1430516641577,1960,Load random friend,200,OK,Thread Group 1-3,text,true,1819,70,70,1960
1430516641601,1941,Load random friend,200,OK,Thread Group 1-66,text,true,1821,70,70,1941
1430516641667,1897,Login Page,200,OK,Thread Group 1-60,text,true,2375,70,70,1897
1430516641687,1889,Login Page,200,OK,Thread Group 1-54,text,true,2375,70,70,1889
1430516641703,1894,Load random friend,200,OK,Thread Group 1-6,text,true,1830,70,70,1894
1430516641771,1843,Load random friend,200,OK,Thread Group 1-9,text,true,1835,70,70,1843
1430516641793,1829,Login Page,200,OK,Thread Group 1-61,text,true,2375,70,70,1829
1430516641754,1897,Login Page,200,OK,Thread Group 1-62,text,true,2375,70,70,1897
1430516641810,1845,Login Page,200,OK,Thread Group 1-57,text,true,2375,70,70,1845
1430516641832,1861,Login Page,200,OK,Thread Group 1-65,text,true,2375,70,70,1861
1430516641882,1826,Login Page,200,OK,Thread Group 1-59,text,true,2375,70,70,1826
1430516641921,1809,Login Page,200,OK,Thread Group 1-56,text,true,2375,70,70,1809
1430516641980,1771,Login Page,200,OK,Thread Group 1-64,text,true,2375,70,70,1771
1430516642168,1612,Load random friend,200,OK,Thread Group 1-8,text,true,1824,70,70,1612
1430516642345,1459,Load random friend,200,OK,Thread Group 1-12,text,true,1833,70,70,1459
1430516642262,1557,Login Page,200,OK,Thread Group 1-69,text,true,2375,70,70,1557
1430516642447,1432,Load random friend,200,OK,Thread Group 1-13,text,true,1848,70,70,1432
1430516636449,7446,Login POST,200,OK,Thread Group 1-19,text,true,47848,70,70,4397
1430516642488,1424,Login Page,200,OK,Thread Group 1-63,text,true,2375,70,70,1423
1430516642500,1432,Login Page,200,OK,Thread Group 1-68,text,true,2375,70,70,1432
1430516642503,1453,Load random friend,200,OK,Thread Group 1-11,text,true,1830,70,70,1453
1430516642556,1428,Login Page,200,OK,Thread Group 1-70,text,true,2375,70,70,1428
1430516642718,1307,Load random friend,200,OK,Thread Group 1-2,text,true,1836,70,70,1307
1430516642784,1258,Login Page,200,OK,Thread Group 1-67,text,true,2375,70,70,1257
1430516642899,1182,Login Page,200,OK,Thread Group 1-1,text,true,2375,70,70,1181
1430516643080,1062,Load random friend,200,OK,Thread Group 1-10,text,true,1824,70,70,1062
1430516643111,1050,Login Page,200,OK,Thread Group 1-4,text,true,2375,70,70,1050
1430516643133,1057,Login Page,200,OK,Thread Group 1-7,text,true,2375,70,70,1057
1430516637159,7106,Login POST,200,OK,Thread Group 1-16,text,true,47933,70,70,3814
1430516643282,1037,Load random friend,200,OK,Thread Group 1-20,text,true,1827,70,70,1037
1430516643298,1076,Load random friend,200,OK,Thread Group 1-14,text,true,1834,70,70,1075
1430516638595,5800,Login POST,200,OK,Thread Group 1-18,text,true,47968,70,70,3142
1430516643447,1018,Load random friend,200,OK,Thread Group 1-17,text,true,1838,70,70,1018
1430516643451,1040,Login Page,200,OK,Thread Group 1-5,text,true,2375,70,70,1040
1430516643580,996,Login Page,200,OK,Thread Group 1-3,text,true,2375,70,70,996
1430516643580,1010,Login Page,200,OK,Thread Group 1-66,text,true,2375,70,70,1010
1430516643631,1022,Login Page,200,OK,Thread Group 1-6,text,true,2375,70,70,1022
1430516643648,1041,Login Page,200,OK,Thread Group 1-9,text,true,2375,70,70,1041
1430516640407,4381,Login POST,200,OK,Thread Group 1-21,text,true,47744,70,70,2384
1430516640517,4295,Login POST,200,OK,Thread Group 1-15,text,true,47940,70,70,2311
1430516640889,4100,Login POST,200,OK,Thread Group 1-22,text,true,47906,70,70,2313
1430516641289,3870,Login POST,200,OK,Thread Group 1-25,text,true,47869,70,70,2157
1430516643814,1385,Login Page,200,OK,Thread Group 1-12,text,true,2375,70,70,1385
1430516643790,1421,Login Page,200,OK,Thread Group 1-8,text,true,2375,70,70,1421
1430516641860,3493,Login POST,200,OK,Thread Group 1-23,text,true,47881,70,70,1821
1430516641935,3502,Login POST,200,OK,Thread Group 1-32,text,true,47900,70,70,1787
1430516643898,1578,Login Page,200,OK,Thread Group 1-13,text,true,2375,70,70,1578
1430516642194,3301,Login POST,200,OK,Thread Group 1-30,text,true,47925,70,70,1574
1430516643915,1608,Load random friend,200,OK,Thread Group 1-19,text,true,1838,70,70,1608
1430516642219,3451,Login POST,200,OK,Thread Group 1-24,text,true,47933,70,70,1559
1430516642403,3489,Login POST,200,OK,Thread Group 1-34,text,true,47922,70,70,1467
1430516643966,1960,Login Page,200,OK,Thread Group 1-11,text,true,2375,70,70,1960
1430516642468,3553,Login POST,200,OK,Thread Group 1-27,text,true,47959,70,70,1416
1430516642525,3609,Login POST,200,OK,Thread Group 1-28,text,true,47972,70,70,1392
1430516642548,3608,Login POST,200,OK,Thread Group 1-31,text,true,47911,70,70,1387
1430516642541,3757,Login POST,200,OK,Thread Group 1-29,text,true,47834,70,70,1405
1430516642610,3965,Login POST,200,OK,Thread Group 1-43,text,true,47859,70,70,1360
1430516644034,2571,Login Page,200,OK,Thread Group 1-2,text,true,2375,70,70,2571
1430516642582,4100,Login POST,200,OK,Thread Group 1-26,text,true,47885,70,70,1396
1430516642735,4070,Login POST,200,OK,Thread Group 1-37,text,true,47843,70,70,1257
1430516642638,4238,Login POST,200,OK,Thread Group 1-33,text,true,47846,70,70,1361
1430516642752,4249,Login POST,200,OK,Thread Group 1-36,text,true,47854,70,70,1252
1430516642822,4485,Login POST,200,OK,Thread Group 1-39,text,true,48005,70,70,1216
1430516644151,3217,Login Page,200,OK,Thread Group 1-10,text,true,2375,70,70,3216
1430516642862,4531,Login POST,200,OK,Thread Group 1-41,text,true,47959,70,70,1203
1430516644276,3201,Load random friend,200,OK,Thread Group 1-16,text,true,1826,70,70,3201
1430516642917,4573,Login POST,200,OK,Thread Group 1-35,text,true,47885,70,70,1168
1430516644329,3228,Login Page,200,OK,Thread Group 1-20,text,true,2375,70,70,3228
1430516642932,4642,Login POST,200,OK,Thread Group 1-45,text,true,47943,70,70,1168
1430516644395,3193,Login Page,200,OK,Thread Group 1-14,text,true,2375,70,70,3193
1430516642966,4695,Login POST,200,OK,Thread Group 1-42,text,true,47997,70,70,1152
1430516644413,3287,Load random friend,200,OK,Thread Group 1-18,text,true,1820,70,70,3287
1430516643169,4886,Login POST,200,OK,Thread Group 1-38,text,true,47874,70,70,1004
1430516643265,4813,Login POST,200,OK,Thread Group 1-40,text,true,48011,70,70,1016
1430516643314,4878,Login POST,200,OK,Thread Group 1-44,text,true,47966,70,70,1088
1430516644474,3731,Login Page,200,OK,Thread Group 1-17,text,true,2375,70,70,3731
1430516643333,4896,Login POST,200,OK,Thread Group 1-49,text,true,47835,70,70,1080
1430516643398,4948,Login POST,200,OK,Thread Group 1-46,text,true,47836,70,70,1022
1430516643432,5279,Login POST,200,OK,Thread Group 1-47,text,true,47877,70,70,1000
1430516643415,5313,Login POST,200,OK,Thread Group 1-53,text,true,47800,70,70,1031
1430516643477,5384,Login POST,200,OK,Thread Group 1-48,text,true,47814,70,70,1035
1430516643466,5415,Login POST,200,OK,Thread Group 1-51,text,true,47868,70,70,1044
1430516643498,5487,Login POST,200,OK,Thread Group 1-58,text,true,47920,70,70,1025
1430516643515,5826,Login POST,200,OK,Thread Group 1-52,text,true,47856,70,70,1012
1430516643548,5830,Login POST,200,OK,Thread Group 1-55,text,true,47833,70,70,986
1430516643532,5957,Login POST,200,OK,Thread Group 1-50,text,true,47812,70,70,1020
1430516643598,5921,Login POST,200,OK,Thread Group 1-60,text,true,47852,70,70,999
1430516644798,4757,Load random friend,200,OK,Thread Group 1-21,text,true,1831,70,70,4757
1430516644822,4752,Load random friend,200,OK,Thread Group 1-15,text,true,1829,70,70,4752
1430516643614,6030,Login POST,200,OK,Thread Group 1-54,text,true,47980,70,70,1004
1430516643666,6350,Login POST,200,OK,Thread Group 1-62,text,true,47929,70,70,1025
1430516643648,6386,Login POST,200,OK,Thread Group 1-61,text,true,47867,70,70,1040
1430516643681,6494,Login POST,200,OK,Thread Group 1-57,text,true,47923,70,70,1130
1430516644999,5200,Load random friend,200,OK,Thread Group 1-22,text,true,1832,70,70,5200
1430516645169,5093,Load random friend,200,OK,Thread Group 1-25,text,true,1830,70,70,5093
1430516643718,6574,Login POST,200,OK,Thread Group 1-59,text,true,47906,70,70,1105
1430516643702,6650,Login POST,200,OK,Thread Group 1-65,text,true,47764,70,70,1128
1430516645363,5000,Load random friend,200,OK,Thread Group 1-23,text,true,1834,70,70,5000
1430516645447,4957,Load random friend,200,OK,Thread Group 1-32,text,true,1827,70,70,4957
1430516645511,4915,Load random friend,200,OK,Thread Group 1-30,text,true,1826,70,70,4915
1430516645533,4918,Login Page,200,OK,Thread Group 1-19,text,true,2375,70,70,4917
1430516645680,4806,Load random friend,200,OK,Thread Group 1-24,text,true,1835,70,70,4805
1430516645903,4600,Load random friend,200,OK,Thread Group 1-34,text,true,1822,70,70,4600
1430516643748,7004,Login POST,200,OK,Thread Group 1-56,text,true,47803,70,70,1102
1430516643766,7002,Login POST,200,OK,Thread Group 1-64,text,true,47945,70,70,1096
1430516646031,4773,Load random friend,200,OK,Thread Group 1-27,text,true,1819,70,70,4773
1430516646144,4682,Load random friend,200,OK,Thread Group 1-28,text,true,1842,70,70,4682
1430516646166,4687,Load random friend,200,OK,Thread Group 1-31,text,true,1831,70,70,4687
1430516646308,4577,Load random friend,200,OK,Thread Group 1-29,text,true,1835,70,70,4577
1430516646585,4375,Load random friend,200,OK,Thread Group 1-43,text,true,1830,70,70,4375
1430516643829,7163,Login POST,200,OK,Thread Group 1-69,text,true,47883,70,70,1403
1430516646692,4323,Load random friend,200,OK,Thread Group 1-26,text,true,1811,70,70,4322
1430516646816,4261,Load random friend,200,OK,Thread Group 1-37,text,true,1827,70,70,4261
1430516643931,7169,Login POST,200,OK,Thread Group 1-63,text,true,47783,70,70,1597
1430516646906,4225,Load random friend,200,OK,Thread Group 1-33,text,true,1827,70,70,4225
1430516647012,4152,Load random friend,200,OK,Thread Group 1-36,text,true,1820,70,70,4151
1430516647318,3863,Load random friend,200,OK,Thread Group 1-39,text,true,1831,70,70,3863
1430516643947,7299,Login POST,200,OK,Thread Group 1-68,text,true,47931,70,70,1958
1430516647403,3879,Load random friend,200,OK,Thread Group 1-41,text,true,1827,70,70,3879
1430516643994,7531,Login POST,200,OK,Thread Group 1-70,text,true,47978,70,70,2177
1430516647487,4058,Login Page,200,OK,Thread Group 1-16,text,true,2375,70,70,4058
1430516647506,4063,Load random friend,200,OK,Thread Group 1-35,text,true,1836,70,70,4062
1430516644051,7589,Login POST,200,OK,Thread Group 1-67,text,true,47889,70,70,2655
1430516647588,4070,Load random friend,200,OK,Thread Group 1-45,text,true,1844,70,70,4070
1430516647671,4010,Load random friend,200,OK,Thread Group 1-42,text,true,1827,70,70,4010
1430516647709,4013,Login Page,200,OK,Thread Group 1-18,text,true,2375,70,70,4013
1430516648065,3676,Load random friend,200,OK,Thread Group 1-38,text,true,1832,70,70,3676
1430516644091,7662,Login POST,200,OK,Thread Group 1-1,text,true,47939,70,70,2805
1430516648088,3695,Load random friend,200,OK,Thread Group 1-40,text,true,1843,70,70,3694
1430516648202,3589,Load random friend,200,OK,Thread Group 1-44,text,true,1834,70,70,3589
1430516648239,3567,Load random friend,200,OK,Thread Group 1-49,text,true,1831,70,70,3566
1430516648356,3509,Load random friend,200,OK,Thread Group 1-46,text,true,1833,70,70,3509
1430516648721,3165,Load random friend,200,OK,Thread Group 1-47,text,true,1831,70,70,3165
1430516644170,7725,Login POST,200,OK,Thread Group 1-4,text,true,47923,70,70,3219
1430516648738,3181,Load random friend,200,OK,Thread Group 1-53,text,true,1841,70,70,3181
1430516648871,3060,Load random friend,200,OK,Thread Group 1-48,text,true,1836,70,70,3060
1430516648891,3075,Load random friend,200,OK,Thread Group 1-51,text,true,1831,70,70,3075
1430516648995,2976,Load random friend,200,OK,Thread Group 1-58,text,true,1825,70,70,2975
1430516649351,2684,Load random friend,200,OK,Thread Group 1-52,text,true,1823,70,70,2684
1430516644199,7845,Login POST,200,OK,Thread Group 1-7,text,true,47695,70,70,3242
1430516649397,2697,Load random friend,200,OK,Thread Group 1-55,text,true,1833,70,70,2697
1430516649499,2636,Load random friend,200,OK,Thread Group 1-50,text,true,1839,70,70,2636
1430516649530,2622,Load random friend,200,OK,Thread Group 1-60,text,true,1836,70,70,2622
1430516644500,7940,Login POST,200,OK,Thread Group 1-5,text,true,47914,70,70,3744
1430516649565,2910,Login Page,200,OK,Thread Group 1-21,text,true,2375,70,70,2910
1430516649584,2934,Login Page,200,OK,Thread Group 1-15,text,true,2375,70,70,2934
1430516644586,7964,Login POST,200,OK,Thread Group 1-3,text,true,47855,70,70,4299
1430516649654,2909,Load random friend,200,OK,Thread Group 1-54,text,true,1831,70,70,2909
1430516650026,2588,Load random friend,200,OK,Thread Group 1-62,text,true,1839,70,70,2588
1430516644600,8025,Login POST,200,OK,Thread Group 1-66,text,true,47858,70,70,4397
1430516650050,2608,Load random friend,200,OK,Thread Group 1-61,text,true,1844,70,70,2608
1430516650186,2497,Load random friend,200,OK,Thread Group 1-57,text,true,1839,70,70,2497
1430516650210,2485,Login Page,200,OK,Thread Group 1-22,text,true,2375,70,70,2485
1430516644662,8043,Login POST,200,OK,Thread Group 1-6,text,true,47883,70,70,4700
1430516650273,2453,Login Page,200,OK,Thread Group 1-25,text,true,2375,70,70,2453
1430516650303,2446,Load random friend,200,OK,Thread Group 1-59,text,true,1821,70,70,2446
1430516650364,2396,Load random friend,200,OK,Thread Group 1-65,text,true,1833,70,70,2395
1430516650381,2428,Login Page,200,OK,Thread Group 1-23,text,true,2375,70,70,2428
1430516644699,8131,Login POST,200,OK,Thread Group 1-9,text,true,47828,70,70,4831
1430516650433,2415,Login Page,200,OK,Thread Group 1-32,text,true,2375,70,70,2415
1430516650448,2413,Login Page,200,OK,Thread Group 1-30,text,true,2375,70,70,2413
1430516650495,2402,Login Page,200,OK,Thread Group 1-24,text,true,2375,70,70,2402
1430516650512,2386,Login Page,200,OK,Thread Group 1-34,text,true,2375,70,70,2386
1430516650761,2165,Load random friend,200,OK,Thread Group 1-56,text,true,1831,70,70,2165
1430516650779,2165,Load random friend,200,OK,Thread Group 1-64,text,true,1825,70,70,2165
1430516650814,2156,Login Page,200,OK,Thread Group 1-27,text,true,2375,70,70,2156
1430516650835,2165,Login Page,200,OK,Thread Group 1-28,text,true,2375,70,70,2164
1430516650863,2164,Login Page,200,OK,Thread Group 1-31,text,true,2375,70,70,2164
1430516650895,2143,Login Page,200,OK,Thread Group 1-29,text,true,2375,70,70,2142
1430516645209,8181,Login POST,200,OK,Thread Group 1-12,text,true,47833,70,70,5058
